sku_id,location_id,location_type,units_on_hand,days_on_hand,stockout_prob,reorder_point,safety_stock
SKU-0311,DC-004,DC,32,320.45,0.0,20,10
SKU-0311,DC-005,DC,34,343.17,0.0,20,10
SKU-0311,DC-006,DC,44,440.19,0.0,20,10
SKU-0311,DC-007,DC,43,432.78,0.0,20,10
SKU-0311,DC-008,DC,861,254.58,0.0,473,237
SKU-0311,DC-009,DC,36,360.11,0.0,20,10
SKU-0311,DC-010,DC,34,341.87,0.0,20,10
SKU-0311,ST-001,store,13,126.25,0.0,5,3
SKU-0311,ST-002,store,18,180.05,0.0,7,4
SKU-0311,ST-003,store,85,25.23,0.0,36,18
SKU-0311,ST-004,store,18,184.21,0.0,8,4
SKU-0311,ST-005,store,9,92.63,0.0,4,2
SKU-0311,ST-006,store,23,233.01,0.0,11,6
SKU-0311,ST-007,store,16,155.2,0.0,7,4
SKU-0311,ST-008,store,44,12.89,0.079,36,18
SKU-0311,ST-009,store,8,80.26,0.0,6,3
SKU-0311,ST-010,store,9,88.61,0.0,4,2
SKU-0311,ST-011,store,21,213.72,0.0,9,4
SKU-0311,ST-012,store,22,218.42,0.0,9,5
SKU-0311,ST-013,store,44,12.94,0.076,36,18
SKU-0311,ST-014,store,6,58.07,0.0,4,2
SKU-0311,ST-015,store,10,95.25,0.0,4,2
SKU-0311,ST-016,store,18,176.93,0.0,7,3
SKU-0311,ST-017,store,10,97.74,0.0,4,2
SKU-0311,ST-018,store,79,23.23,0.0,36,18
SKU-0311,ST-019,store,19,186.33,0.0,10,5
SKU-0311,ST-020,store,14,138.56,0.0,6,3
SKU-0311,ST-021,store,12,123.26,0.0,12,6
SKU-0311,ST-022,store,12,118.27,0.0,8,4
SKU-0311,ST-023,store,59,17.5,0.0,36,18
SKU-0311,ST-024,store,11,111.23,0.0,8,4
SKU-0311,ST-025,store,3,34.49,0.0,3,2
SKU-0311,ST-026,store,3,34.74,0.0,3,2
SKU-0311,ST-027,store,8,78.08,0.0,4,2
SKU-0311,ST-028,store,62,18.42,0.0,36,18
SKU-0311,ST-029,store,3,32.46,0.0,3,2
SKU-0311,ST-030,store,6,57.13,0.0,5,3
SKU-0311,ST-031,store,5,51.32,0.0,5,2
SKU-0311,ST-032,store,8,79.4,0.0,4,2
SKU-0311,ST-033,store,43,12.86,0.081,36,18
SKU-0311,ST-034,store,16,164.57,0.0,7,4
SKU-0311,ST-035,store,5,51.09,0.0,4,2
SKU-0311,ST-036,store,11,111.25,0.0,9,4
SKU-0311,ST-037,store,17,165.5,0.0,8,4
SKU-0311,ST-038,store,92,27.11,0.0,36,18
SKU-0311,ST-039,store,15,149.67,0.0,12,6
SKU-0311,ST-040,store,12,118.34,0.0,11,5
SKU-0311,ST-041,store,13,125.73,0.0,7,4
SKU-0311,ST-042,store,6,57.38,0.0,4,2
SKU-0311,ST-043,store,82,24.11,0.0,36,18
SKU-0311,ST-044,store,10,100.44,0.0,5,2
SKU-0311,ST-045,store,13,126.95,0.0,12,6
SKU-0311,ST-046,store,5,45.21,0.0,3,2
SKU-0311,ST-047,store,4,44.13,0.0,4,2
SKU-0311,ST-048,store,60,17.71,0.0,36,18
SKU-0311,ST-049,store,20,198.44,0.0,9,4
SKU-0311,ST-050,store,8,77.66,0.0,4,2
SKU-0312,DC-001,DC,52,515.07,0.0,20,10
SKU-0312,DC-002,DC,48,484.82,0.0,20,10
SKU-0312,DC-003,DC,3307,307.54,0.0,1506,753
SKU-0312,DC-004,DC,43,432.31,0.0,20,10
SKU-0312,DC-005,DC,53,533.78,0.0,20,10
SKU-0312,DC-006,DC,37,369.26,0.0,20,10
SKU-0312,DC-007,DC,36,355.73,0.0,20,10
SKU-0312,DC-008,DC,2393,222.56,0.0,1506,753
SKU-0312,DC-009,DC,42,420.71,0.0,20,10
SKU-0312,DC-010,DC,50,499.35,0.0,20,10
SKU-0312,ST-001,store,9,88.1,0.0,8,4
SKU-0312,ST-002,store,19,193.17,0.0,12,6
SKU-0312,ST-003,store,113,10.55,0.246,113,56
SKU-0312,ST-004,store,9,85.56,0.0,8,4
SKU-0312,ST-005,store,22,222.4,0.0,11,6
SKU-0312,ST-006,store,9,92.99,0.0,6,3
SKU-0312,ST-007,store,7,66.9,0.0,4,2
SKU-0312,ST-008,store,207,19.28,0.0,113,56
SKU-0312,ST-009,store,9,93.03,0.0,4,2
SKU-0312,ST-010,store,7,65.33,0.0,6,3
SKU-0312,ST-011,store,6,55.42,0.0,5,3
SKU-0312,ST-012,store,20,197.71,0.0,11,6
SKU-0312,ST-013,store,294,27.3,0.0,113,56
SKU-0312,ST-014,store,9,91.35,0.0,9,4
SKU-0312,ST-015,store,9,85.86,0.0,5,2
SKU-0312,ST-016,store,6,62.15,0.0,3,2
SKU-0312,ST-017,store,17,166.38,0.0,11,5
SKU-0312,ST-018,store,271,25.19,0.0,113,56
SKU-0312,ST-019,store,16,161.11,0.0,11,6
SKU-0312,ST-020,store,11,110.36,0.0,7,4
SKU-0312,ST-021,store,6,56.51,0.0,6,3
SKU-0312,ST-022,store,12,117.85,0.0,5,3
SKU-0312,ST-023,store,282,26.24,0.0,113,56
SKU-0312,ST-024,store,6,59.76,0.0,6,3
SKU-0312,ST-025,store,21,211.82,0.0,10,5
SKU-0312,ST-026,store,13,130.83,0.0,6,3
SKU-0312,ST-027,store,11,113.36,0.0,10,5
SKU-0312,ST-028,store,205,19.02,0.0,113,56
SKU-0312,ST-029,store,6,57.68,0.0,5,2
SKU-0312,ST-030,store,8,80.53,0.0,6,3
SKU-0312,ST-031,store,18,182.19,0.0,10,5
SKU-0312,ST-032,store,21,207.38,0.0,11,5
SKU-0312,ST-033,store,226,21.01,0.0,113,56
SKU-0312,ST-034,store,11,106.27,0.0,8,4
SKU-0312,ST-035,store,6,63.36,0.0,4,2
SKU-0312,ST-036,store,22,220.61,0.0,9,5
SKU-0312,ST-037,store,5,49.92,0.0,4,2
SKU-0312,ST-038,store,272,25.32,0.0,113,56
SKU-0312,ST-039,store,9,88.47,0.0,6,3
SKU-0312,ST-040,store,4,41.06,0.0,3,2
SKU-0312,ST-041,store,7,72.85,0.0,3,2
SKU-0312,ST-042,store,8,81.52,0.0,4,2
SKU-0312,ST-043,store,242,22.51,0.0,113,56
SKU-0312,ST-044,store,9,87.57,0.0,3,2
SKU-0312,ST-045,store,30,304.64,0.0,12,6
SKU-0312,ST-046,store,11,110.18,0.0,5,3
SKU-0312,ST-047,store,11,109.46,0.0,7,4
SKU-0312,ST-048,store,193,17.93,0.0,113,56
SKU-0312,ST-049,store,11,109.36,0.0,9,5
SKU-0312,ST-050,store,18,179.27,0.0,7,4
SKU-0317,DC-001,DC,48,483.32,0.0,20,10
SKU-0317,DC-002,DC,58,575.23,0.0,20,10
SKU-0317,DC-003,DC,31,307.73,0.0,20,10
SKU-0317,DC-004,DC,491,329.27,0.0,209,104
SKU-0317,DC-005,DC,679,356.42,0.0,267,133
SKU-0317,DC-006,DC,40,401.51,0.0,20,10
SKU-0317,DC-007,DC,34,337.06,0.0,20,10
SKU-0317,DC-008,DC,33,326.96,0.0,20,10
SKU-0317,DC-009,DC,483,323.43,0.0,209,104
SKU-0317,DC-010,DC,477,250.43,0.0,267,133
SKU-0317,ST-001,store,8,82.23,0.0,3,2
SKU-0317,ST-002,store,23,229.98,0.0,10,5
SKU-0317,ST-003,store,15,147.5,0.0,8,4
SKU-0317,ST-004,store,30,20.12,0.0,16,8
SKU-0317,ST-005,store,46,24.02,0.0,20,10
SKU-0317,ST-006,store,11,110.96,0.0,9,4
SKU-0317,ST-007,store,13,131.16,0.0,6,3
SKU-0317,ST-008,store,20,203.16,0.0,8,4
SKU-0317,ST-009,store,23,15.37,0.0,16,8
SKU-0317,ST-010,store,44,23.14,0.0,20,10
SKU-0317,ST-011,store,21,212.34,0.0,9,5
SKU-0317,ST-012,store,22,217.74,0.0,9,4
SKU-0317,ST-013,store,24,236.65,0.0,10,5
SKU-0317,ST-014,store,27,18.3,0.0,16,8
SKU-0317,ST-015,store,22,11.72,0.163,20,10
SKU-0317,ST-016,store,14,142.53,0.0,8,4
SKU-0317,ST-017,store,24,241.85,0.0,11,6
SKU-0317,ST-018,store,22,219.08,0.0,10,5
SKU-0317,ST-019,store,32,21.64,0.0,16,8
SKU-0317,ST-020,store,50,26.49,0.0,20,10
SKU-0317,ST-021,store,9,88.55,0.0,4,2
SKU-0317,ST-022,store,27,271.78,0.0,10,5
SKU-0317,ST-023,store,10,101.51,0.0,4,2
SKU-0317,ST-024,store,22,14.77,0.0,16,8
SKU-0317,ST-025,store,22,11.58,0.173,20,10
SKU-0317,ST-026,store,7,65.69,0.0,5,3
SKU-0317,ST-027,store,14,140.89,0.0,6,3
SKU-0317,ST-028,store,17,173.74,0.0,9,4
SKU-0317,ST-029,store,38,25.76,0.0,16,8
SKU-0317,ST-030,store,50,26.23,0.0,20,10
SKU-0317,ST-031,store,29,287.31,0.0,12,6
SKU-0317,ST-032,store,11,109.18,0.0,10,5
SKU-0317,ST-033,store,13,132.55,0.0,8,4
SKU-0317,ST-034,store,17,11.6,0.171,16,8
SKU-0317,ST-035,store,23,12.09,0.136,20,10
SKU-0317,ST-036,store,18,176.66,0.0,7,3
SKU-0317,ST-037,store,16,162.24,0.0,7,4
SKU-0317,ST-038,store,7,68.43,0.0,5,2
SKU-0317,ST-039,store,38,25.25,0.0,16,8
SKU-0317,ST-040,store,30,15.58,0.0,20,10
SKU-0317,ST-041,store,9,88.79,0.0,9,4
SKU-0317,ST-042,store,6,58.25,0.0,3,2
SKU-0317,ST-043,store,9,93.97,0.0,8,4
SKU-0317,ST-044,store,36,24.29,0.0,16,8
SKU-0317,ST-045,store,22,11.64,0.169,20,10
SKU-0317,ST-046,store,19,189.65,0.0,9,4
SKU-0317,ST-047,store,12,123.1,0.0,7,3
SKU-0317,ST-048,store,6,57.1,0.0,3,2
SKU-0317,ST-049,store,24,15.79,0.0,16,8
SKU-0317,ST-050,store,28,14.47,0.0,20,10
SKU-0325,DC-001,DC,33,332.37,0.0,20,10
SKU-0325,DC-002,DC,48,484.03,0.0,20,10
SKU-0325,DC-003,DC,56,556.76,0.0,20,10
SKU-0325,DC-004,DC,34,337.47,0.0,20,10
SKU-0325,DC-005,DC,52,518.69,0.0,20,10
SKU-0325,DC-006,DC,44,444.03,0.0,20,10
SKU-0325,DC-007,DC,30,302.99,0.0,20,10
SKU-0325,DC-008,DC,45,446.82,0.0,20,10
SKU-0325,DC-009,DC,55,553.74,0.0,20,10
SKU-0325,DC-010,DC,59,587.35,0.0,20,10
SKU-0325,ST-001,store,13,125.99,0.0,7,4
SKU-0325,ST-002,store,10,99.38,0.0,6,3
SKU-0325,ST-003,store,8,82.51,0.0,7,4
SKU-0325,ST-004,store,14,140.84,0.0,9,4
SKU-0325,ST-005,store,18,183.78,0.0,9,4
SKU-0325,ST-006,store,16,161.2,0.0,11,5
SKU-0325,ST-007,store,24,239.68,0.0,11,6
SKU-0325,ST-008,store,17,165.46,0.0,9,4
SKU-0325,ST-009,store,5,48.96,0.0,5,2
SKU-0325,ST-010,store,20,202.49,0.0,8,4
SKU-0325,ST-011,store,12,119.95,0.0,11,5
SKU-0325,ST-012,store,10,104.15,0.0,6,3
SKU-0325,ST-013,store,10,96.77,0.0,7,4
SKU-0325,ST-014,store,17,165.24,0.0,9,5
SKU-0325,ST-015,store,15,152.25,0.0,11,5
SKU-0325,ST-016,store,27,265.68,0.0,11,6
SKU-0325,ST-017,store,16,158.12,0.0,7,3
SKU-0325,ST-018,store,15,152.96,0.0,9,4
SKU-0325,ST-019,store,15,145.53,0.0,8,4
SKU-0325,ST-020,store,6,63.38,0.0,5,3
SKU-0325,ST-021,store,12,115.39,0.0,10,5
SKU-0325,ST-022,store,23,226.81,0.0,9,5
SKU-0325,ST-023,store,16,158.75,0.0,7,3
SKU-0325,ST-024,store,16,158.64,0.0,11,5
SKU-0325,ST-025,store,10,99.08,0.0,5,3
SKU-0325,ST-026,store,24,241.07,0.0,11,6
SKU-0325,ST-027,store,8,77.54,0.0,5,2
SKU-0325,ST-028,store,13,133.07,0.0,8,4
SKU-0325,ST-029,store,11,111.32,0.0,5,2
SKU-0325,ST-030,store,21,212.58,0.0,9,5
SKU-0325,ST-031,store,6,55.97,0.0,4,2
SKU-0325,ST-032,store,8,80.78,0.0,4,2
SKU-0325,ST-033,store,27,269.52,0.0,11,6
SKU-0325,ST-034,store,8,83.23,0.0,5,3
SKU-0325,ST-035,store,8,75.57,0.0,7,4
SKU-0325,ST-036,store,12,123.35,0.0,9,5
SKU-0325,ST-037,store,19,192.11,0.0,10,5
SKU-0325,ST-038,store,10,98.87,0.0,4,2
SKU-0325,ST-039,store,25,249.22,0.0,10,5
SKU-0325,ST-040,store,7,70.5,0.0,4,2
SKU-0325,ST-041,store,9,90.02,0.0,3,2
SKU-0325,ST-042,store,16,163.66,0.0,7,4
SKU-0325,ST-043,store,7,70.89,0.0,5,3
SKU-0325,ST-044,store,15,147.67,0.0,7,4
SKU-0325,ST-045,store,9,86.2,0.0,5,3
SKU-0325,ST-046,store,7,68.51,0.0,7,3
SKU-0325,ST-047,store,12,118.16,0.0,5,3
SKU-0325,ST-048,store,23,229.79,0.0,10,5
SKU-0325,ST-049,store,5,52.61,0.0,4,2
SKU-0325,ST-050,store,8,78.64,0.0,6,3
SKU-0331,DC-001,DC,31,306.79,0.0,20,10
SKU-0331,DC-002,DC,37,366.42,0.0,20,10
SKU-0331,DC-003,DC,45,445.6,0.0,20,10
SKU-0331,DC-004,DC,3923,337.67,0.0,1627,813
SKU-0331,DC-005,DC,33,326.88,0.0,20,10
SKU-0331,DC-006,DC,41,412.69,0.0,20,10
SKU-0331,DC-007,DC,41,413.0,0.0,20,10
SKU-0331,DC-008,DC,34,339.91,0.0,20,10
SKU-0331,DC-009,DC,4753,409.05,0.0,1627,813
SKU-0331,DC-010,DC,60,598.11,0.0,20,10
SKU-0331,ST-001,store,6,58.49,0.0,4,2
SKU-0331,ST-002,store,7,71.9,0.0,3,2
SKU-0331,ST-003,store,18,178.5,0.0,7,3
SKU-0331,ST-004,store,223,19.17,0.0,122,61
SKU-0331,ST-005,store,9,85.59,0.0,4,2
SKU-0331,ST-006,store,13,134.26,0.0,10,5
SKU-0331,ST-007,store,12,118.46,0.0,5,2
SKU-0331,ST-008,store,26,262.36,0.0,12,6
SKU-0331,ST-009,store,157,13.49,0.036,122,61
SKU-0331,ST-010,store,10,100.88,0.0,5,2
SKU-0331,ST-011,store,5,50.24,0.0,4,2
SKU-0331,ST-012,store,6,58.53,0.0,3,2
SKU-0331,ST-013,store,22,223.5,0.0,9,4
SKU-0331,ST-014,store,141,12.18,0.13,122,61
SKU-0331,ST-015,store,17,169.67,0.0,11,6
SKU-0331,ST-016,store,23,232.85,0.0,11,5
SKU-0331,ST-017,store,15,147.72,0.0,6,3
SKU-0331,ST-018,store,17,174.8,0.0,8,4
SKU-0331,ST-019,store,303,26.1,0.0,122,61
SKU-0331,ST-020,store,8,84.2,0.0,7,4
SKU-0331,ST-021,store,6,57.35,0.0,4,2
SKU-0331,ST-022,store,28,276.88,0.0,11,5
SKU-0331,ST-023,store,16,157.48,0.0,8,4
SKU-0331,ST-024,store,172,14.83,0.0,122,61
SKU-0331,ST-025,store,18,180.73,0.0,11,5
SKU-0331,ST-026,store,19,190.88,0.0,7,4
SKU-0331,ST-027,store,23,231.18,0.0,10,5
SKU-0331,ST-028,store,9,87.62,0.0,7,4
SKU-0331,ST-029,store,193,16.6,0.0,122,61
SKU-0331,ST-030,store,16,160.64,0.0,7,3
SKU-0331,ST-031,store,25,251.42,0.0,10,5
SKU-0331,ST-032,store,6,63.3,0.0,4,2
SKU-0331,ST-033,store,19,186.34,0.0,10,5
SKU-0331,ST-034,store,169,14.55,0.0,122,61
SKU-0331,ST-035,store,11,110.38,0.0,10,5
SKU-0331,ST-036,store,13,134.17,0.0,6,3
SKU-0331,ST-037,store,11,106.54,0.0,4,2
SKU-0331,ST-038,store,11,107.51,0.0,7,3
SKU-0331,ST-039,store,315,27.11,0.0,122,61
SKU-0331,ST-040,store,7,74.64,0.0,4,2
SKU-0331,ST-041,store,9,88.28,0.0,8,4
SKU-0331,ST-042,store,11,110.24,0.0,6,3
SKU-0331,ST-043,store,20,201.5,0.0,11,6
SKU-0331,ST-044,store,236,20.28,0.0,122,61
SKU-0331,ST-045,store,11,112.81,0.0,9,5
SKU-0331,ST-046,store,8,77.71,0.0,4,2
SKU-0331,ST-047,store,13,131.78,0.0,9,4
SKU-0331,ST-048,store,8,84.3,0.0,4,2
SKU-0331,ST-049,store,264,22.74,0.0,122,61
SKU-0331,ST-050,store,26,259.2,0.0,11,6
SKU-0337,DC-001,DC,940,365.53,0.0,360,180
SKU-0337,DC-002,DC,46,456.86,0.0,20,10
SKU-0337,DC-003,DC,58,581.37,0.0,20,10
SKU-0337,DC-004,DC,51,506.46,0.0,20,10
SKU-0337,DC-005,DC,33,333.49,0.0,20,10
SKU-0337,DC-006,DC,960,373.29,0.0,360,180
SKU-0337,DC-007,DC,37,367.49,0.0,20,10
SKU-0337,DC-008,DC,54,542.27,0.0,20,10
SKU-0337,DC-009,DC,60,597.05,0.0,20,10
SKU-0337,DC-010,DC,34,339.04,0.0,20,10
SKU-0337,ST-001,store,31,11.91,0.149,27,14
SKU-0337,ST-002,store,23,233.7,0.0,10,5
SKU-0337,ST-003,store,16,161.01,0.0,9,5
SKU-0337,ST-004,store,23,225.61,0.0,11,5
SKU-0337,ST-005,store,17,167.87,0.0,11,5
SKU-0337,ST-006,store,42,16.47,0.0,27,14
SKU-0337,ST-007,store,18,182.23,0.0,8,4
SKU-0337,ST-008,store,5,53.17,0.0,4,2
SKU-0337,ST-009,store,21,205.42,0.0,10,5
SKU-0337,ST-010,store,8,78.73,0.0,5,3
SKU-0337,ST-011,store,64,24.81,0.0,27,14
SKU-0337,ST-012,store,10,98.54,0.0,5,2
SKU-0337,ST-013,store,20,196.42,0.0,8,4
SKU-0337,ST-014,store,22,216.33,0.0,10,5
SKU-0337,ST-015,store,25,252.11,0.0,10,5
SKU-0337,ST-016,store,39,14.98,0.0,27,14
SKU-0337,ST-017,store,5,49.11,0.0,3,2
SKU-0337,ST-018,store,24,242.7,0.0,11,6
SKU-0337,ST-019,store,7,68.96,0.0,4,2
SKU-0337,ST-020,store,11,106.93,0.0,8,4
SKU-0337,ST-021,store,54,20.98,0.0,27,14
SKU-0337,ST-022,store,8,81.08,0.0,4,2
SKU-0337,ST-023,store,10,97.67,0.0,6,3
SKU-0337,ST-024,store,6,64.85,0.0,3,2
SKU-0337,ST-025,store,23,225.33,0.0,9,5
SKU-0337,ST-026,store,60,23.23,0.0,27,14
SKU-0337,ST-027,store,15,154.62,0.0,9,5
SKU-0337,ST-028,store,8,75.78,0.0,4,2
SKU-0337,ST-029,store,7,67.06,0.0,3,2
SKU-0337,ST-030,store,4,40.37,0.0,4,2
SKU-0337,ST-031,store,53,20.43,0.0,27,14
SKU-0337,ST-032,store,25,248.8,0.0,11,6
SKU-0337,ST-033,store,22,216.25,0.0,9,5
SKU-0337,ST-034,store,16,158.36,0.0,7,4
SKU-0337,ST-035,store,19,188.65,0.0,7,4
SKU-0337,ST-036,store,59,22.97,0.0,27,14
SKU-0337,ST-037,store,9,91.96,0.0,6,3
SKU-0337,ST-038,store,16,156.85,0.0,9,4
SKU-0337,ST-039,store,9,90.48,0.0,4,2
SKU-0337,ST-040,store,9,88.07,0.0,9,4
SKU-0337,ST-041,store,44,17.18,0.0,27,14
SKU-0337,ST-042,store,12,124.83,0.0,10,5
SKU-0337,ST-043,store,21,207.64,0.0,11,5
SKU-0337,ST-044,store,18,176.2,0.0,7,3
SKU-0337,ST-045,store,22,222.27,0.0,9,4
SKU-0337,ST-046,store,72,27.98,0.0,27,14
SKU-0337,ST-047,store,11,114.32,0.0,7,4
SKU-0337,ST-048,store,11,109.99,0.0,11,5
SKU-0337,ST-049,store,15,148.51,0.0,7,4
SKU-0337,ST-050,store,22,220.48,0.0,10,5
SKU-0344,DC-001,DC,6124,214.23,0.0,4002,2001
SKU-0344,DC-002,DC,11284,351.74,0.0,4491,2246
SKU-0344,DC-003,DC,50,495.87,0.0,20,10
SKU-0344,DC-004,DC,7253,211.94,0.0,4791,2396
SKU-0344,DC-005,DC,10215,272.8,0.0,5242,2621
SKU-0344,DC-006,DC,8824,308.66,0.0,4002,2001
SKU-0344,DC-007,DC,10999,342.86,0.0,4491,2246
SKU-0344,DC-008,DC,50,504.13,0.0,20,10
SKU-0344,DC-009,DC,11093,324.16,0.0,4791,2396
SKU-0344,DC-010,DC,15672,418.55,0.0,5242,2621
SKU-0344,ST-001,store,643,22.5,0.0,300,150
SKU-0344,ST-002,store,430,13.39,0.044,337,168
SKU-0344,ST-003,store,13,129.76,0.0,10,5
SKU-0344,ST-004,store,460,13.44,0.04,359,180
SKU-0344,ST-005,store,806,21.54,0.0,393,197
SKU-0344,ST-006,store,558,19.51,0.0,300,150
SKU-0344,ST-007,store,868,27.07,0.0,337,168
SKU-0344,ST-008,store,15,154.19,0.0,8,4
SKU-0344,ST-009,store,441,12.89,0.079,359,180
SKU-0344,ST-010,store,958,25.58,0.0,393,197
SKU-0344,ST-011,store,459,16.05,0.0,300,150
SKU-0344,ST-012,store,571,17.79,0.0,337,168
SKU-0344,ST-013,store,20,195.22,0.0,8,4
SKU-0344,ST-014,store,514,15.02,0.0,359,180
SKU-0344,ST-015,store,842,22.48,0.0,393,197
SKU-0344,ST-016,store,653,22.85,0.0,300,150
SKU-0344,ST-017,store,351,10.94,0.219,337,168
SKU-0344,ST-018,store,7,69.76,0.0,7,3
SKU-0344,ST-019,store,446,13.04,0.069,359,180
SKU-0344,ST-020,store,444,11.86,0.153,393,197
SKU-0344,ST-021,store,427,14.93,0.0,300,150
SKU-0344,ST-022,store,726,22.64,0.0,337,168
SKU-0344,ST-023,store,7,71.87,0.0,4,2
SKU-0344,ST-024,store,702,20.53,0.0,359,180
SKU-0344,ST-025,store,527,14.08,0.0,393,197
SKU-0344,ST-026,store,429,15.02,0.0,300,150
SKU-0344,ST-027,store,649,20.23,0.0,337,168
SKU-0344,ST-028,store,17,166.7,0.0,9,5
SKU-0344,ST-029,store,577,16.85,0.0,359,180
SKU-0344,ST-030,store,950,25.37,0.0,393,197
SKU-0344,ST-031,store,717,25.08,0.0,300,150
SKU-0344,ST-032,store,489,15.25,0.0,337,168
SKU-0344,ST-033,store,19,192.67,0.0,9,5
SKU-0344,ST-034,store,401,11.73,0.162,359,180
SKU-0344,ST-035,store,434,11.6,0.171,393,197
SKU-0344,ST-036,store,300,10.51,0.249,300,150
SKU-0344,ST-037,store,419,13.06,0.067,337,168
SKU-0344,ST-038,store,5,47.59,0.0,4,2
SKU-0344,ST-039,store,601,17.56,0.0,359,180
SKU-0344,ST-040,store,866,23.13,0.0,393,197
SKU-0344,ST-041,store,529,18.51,0.0,300,150
SKU-0344,ST-042,store,647,20.16,0.0,337,168
SKU-0344,ST-043,store,13,126.28,0.0,6,3
SKU-0344,ST-044,store,558,16.3,0.0,359,180
SKU-0344,ST-045,store,596,15.93,0.0,393,197
SKU-0344,ST-046,store,773,27.04,0.0,300,150
SKU-0344,ST-047,store,583,18.19,0.0,337,168
SKU-0344,ST-048,store,8,78.72,0.0,7,4
SKU-0344,ST-049,store,911,26.62,0.0,359,180
SKU-0344,ST-050,store,635,16.95,0.0,393,197
SKU-0345,DC-001,DC,50,504.06,0.0,20,10
SKU-0345,DC-002,DC,50,501.33,0.0,20,10
SKU-0345,DC-003,DC,57,565.75,0.0,20,10
SKU-0345,DC-004,DC,56,563.64,0.0,20,10
SKU-0345,DC-005,DC,35,346.13,0.0,20,10
SKU-0345,DC-006,DC,33,332.66,0.0,20,10
SKU-0345,DC-007,DC,57,566.75,0.0,20,10
SKU-0345,DC-008,DC,38,382.17,0.0,20,10
SKU-0345,DC-009,DC,55,550.95,0.0,20,10
SKU-0345,DC-010,DC,42,422.23,0.0,20,10
SKU-0345,ST-001,store,8,79.58,0.0,6,3
SKU-0345,ST-002,store,13,130.08,0.0,12,6
SKU-0345,ST-003,store,17,169.51,0.0,8,4
SKU-0345,ST-004,store,10,100.93,0.0,7,3
SKU-0345,ST-005,store,6,58.51,0.0,4,2
SKU-0345,ST-006,store,19,194.19,0.0,12,6
SKU-0345,ST-007,store,5,54.42,0.0,3,2
SKU-0345,ST-008,store,17,172.53,0.0,8,4
SKU-0345,ST-009,store,6,55.23,0.0,4,2
SKU-0345,ST-010,store,25,254.21,0.0,10,5
SKU-0345,ST-011,store,9,87.03,0.0,8,4
SKU-0345,ST-012,store,19,187.98,0.0,11,5
SKU-0345,ST-013,store,14,135.25,0.0,10,5
SKU-0345,ST-014,store,16,156.75,0.0,11,5
SKU-0345,ST-015,store,15,154.19,0.0,9,5
SKU-0345,ST-016,store,8,82.95,0.0,6,3
SKU-0345,ST-017,store,18,183.08,0.0,11,5
SKU-0345,ST-018,store,8,79.95,0.0,7,3
SKU-0345,ST-019,store,7,69.29,0.0,4,2
SKU-0345,ST-020,store,7,67.7,0.0,3,2
SKU-0345,ST-021,store,10,103.62,0.0,5,2
SKU-0345,ST-022,store,16,157.61,0.0,9,4
SKU-0345,ST-023,store,11,110.42,0.0,5,2
SKU-0345,ST-024,store,26,260.71,0.0,12,6
SKU-0345,ST-025,store,13,126.51,0.0,10,5
SKU-0345,ST-026,store,8,75.43,0.0,7,3
SKU-0345,ST-027,store,7,65.26,0.0,4,2
SKU-0345,ST-028,store,11,109.05,0.0,5,3
SKU-0345,ST-029,store,20,195.34,0.0,11,6
SKU-0345,ST-030,store,6,55.61,0.0,4,2
SKU-0345,ST-031,store,13,126.11,0.0,7,4
SKU-0345,ST-032,store,20,198.09,0.0,8,4
SKU-0345,ST-033,store,23,231.64,0.0,11,6
SKU-0345,ST-034,store,6,56.15,0.0,4,2
SKU-0345,ST-035,store,13,125.75,0.0,6,3
SKU-0345,ST-036,store,22,220.87,0.0,11,5
SKU-0345,ST-037,store,15,148.37,0.0,11,5
SKU-0345,ST-038,store,13,132.76,0.0,9,5
SKU-0345,ST-039,store,9,93.16,0.0,9,4
SKU-0345,ST-040,store,21,210.85,0.0,8,4
SKU-0345,ST-041,store,13,130.75,0.0,5,3
SKU-0345,ST-042,store,7,73.05,0.0,3,2
SKU-0345,ST-043,store,7,70.91,0.0,7,3
SKU-0345,ST-044,store,11,111.13,0.0,9,4
SKU-0345,ST-045,store,11,105.37,0.0,7,4
SKU-0345,ST-046,store,5,48.82,0.0,4,2
SKU-0345,ST-047,store,12,115.26,0.0,9,4
SKU-0345,ST-048,store,8,77.27,0.0,6,3
SKU-0345,ST-049,store,4,41.57,0.0,4,2
SKU-0345,ST-050,store,17,167.32,0.0,7,4
SKU-0349,DC-001,DC,32,320.85,0.0,20,10
SKU-0349,DC-002,DC,184,246.16,0.0,104,52
SKU-0349,DC-003,DC,57,566.73,0.0,20,10
SKU-0349,DC-004,DC,57,573.92,0.0,20,10
SKU-0349,DC-005,DC,1092,411.84,0.0,371,186
SKU-0349,DC-006,DC,49,488.41,0.0,20,10
SKU-0349,DC-007,DC,159,213.29,0.0,104,52
SKU-0349,DC-008,DC,34,338.34,0.0,20,10
SKU-0349,DC-009,DC,37,365.96,0.0,20,10
SKU-0349,DC-010,DC,753,284.01,0.0,371,186
SKU-0349,ST-001,store,8,79.75,0.0,6,3
SKU-0349,ST-002,store,10,13.6,0.029,8,4
SKU-0349,ST-003,store,13,133.42,0.0,12,6
SKU-0349,ST-004,store,3,33.03,0.0,3,2
SKU-0349,ST-005,store,54,20.27,0.0,28,14
SKU-0349,ST-006,store,9,89.98,0.0,5,2
SKU-0349,ST-007,store,14,18.64,0.0,8,4
