shipment_id,week,sku_id,destination_region,planned_arrival_date,actual_arrival_date,delay_days,units_shipped,shipment_status,carrier,shipment_cost_inr,anomaly_flag
SHP00230,2025-W04,SKU-003,Central,2025-01-22,2025-01-21,0,708,ON_TIME,XpressBees,2366.0,False
SHP00231,2025-W04,SKU-004,North,2025-01-22,2025-01-23,1,984,LATE_MINOR,BlueDart,5938.0,False
SHP00232,2025-W04,SKU-004,North,2025-01-25,2025-01-27,2,265,LATE_MINOR,Ecom Express,4007.0,False
SHP00233,2025-W04,SKU-004,North,2025-01-24,2025-01-24,0,220,LATE_MINOR,BlueDart,4850.0,False
SHP00234,2025-W04,SKU-004,South,2025-01-23,2025-01-24,1,450,LATE_MINOR,Ecom Express,4414.0,False
SHP00235,2025-W04,SKU-004,East,2025-01-23,2025-01-25,2,522,LATE_MINOR,Delhivery,1702.0,False
SHP00236,2025-W04,SKU-004,East,2025-01-25,2025-01-24,0,1270,ON_TIME,BlueDart,4606.0,False
SHP00237,2025-W04,SKU-004,West,2025-01-24,2025-01-23,0,292,ON_TIME,XpressBees,2466.0,False
SHP00238,2025-W04,SKU-004,West,2025-01-23,2025-01-25,2,872,LATE_MINOR,Delhivery,2514.0,False
SHP00239,2025-W04,SKU-004,Central,2025-01-25,2025-01-27,2,1365,LATE_MINOR,XpressBees,1431.0,False
SHP00240,2025-W04,SKU-004,Central,2025-01-25,2025-01-24,0,1221,ON_TIME,Ecom Express,2673.0,False
SHP00241,2025-W04,SKU-005,North,2025-01-24,2025-01-25,1,440,LATE_MINOR,XpressBees,4601.0,False
SHP00242,2025-W04,SKU-005,North,2025-01-24,2025-01-24,0,319,LATE_MINOR,Ecom Express,3869.0,False
SHP00243,2025-W04,SKU-005,North,2025-01-22,2025-01-23,1,479,LATE_MINOR,Ecom Express,1345.0,False
SHP00244,2025-W04,SKU-005,South,2025-01-23,2025-01-25,2,606,LATE_MINOR,XpressBees,4210.0,False
SHP00245,2025-W04,SKU-005,South,2025-01-23,2025-01-22,0,1257,ON_TIME,XpressBees,7338.0,False
SHP00246,2025-W04,SKU-005,East,2025-01-21,2025-01-22,1,664,LATE_MINOR,Ecom Express,3366.0,False
SHP00247,2025-W04,SKU-005,East,2025-01-21,2025-01-21,0,1084,LATE_MINOR,Delhivery,3525.0,False
SHP00248,2025-W04,SKU-005,East,2025-01-24,2025-01-26,2,960,LATE_MINOR,Ecom Express,6420.0,False
SHP00249,2025-W04,SKU-005,West,2025-01-23,2025-01-23,0,1463,LATE_MINOR,Ecom Express,6384.0,False
SHP00250,2025-W04,SKU-005,Central,2025-01-25,2025-01-26,1,1021,LATE_MINOR,Delhivery,3424.0,False
SHP00251,2025-W04,SKU-006,North,2025-01-23,2025-01-23,0,359,LATE_MINOR,Ecom Express,5664.0,False
SHP00252,2025-W04,SKU-006,North,2025-01-23,2025-01-22,0,1289,ON_TIME,Delhivery,5379.0,False
SHP00253,2025-W04,SKU-006,South,2025-01-25,2025-01-24,0,816,ON_TIME,Delhivery,7343.0,False
SHP00254,2025-W04,SKU-006,South,2025-01-24,2025-01-24,0,517,LATE_MINOR,Ecom Express,6764.0,False
SHP00255,2025-W04,SKU-006,East,2025-01-21,2025-01-22,1,1243,LATE_MINOR,BlueDart,7210.0,False
SHP00256,2025-W04,SKU-006,East,2025-01-24,2025-01-23,0,636,ON_TIME,XpressBees,5906.0,False
SHP00257,2025-W04,SKU-006,West,2025-01-25,2025-01-26,1,1193,LATE_MINOR,Delhivery,5288.0,False
SHP00258,2025-W04,SKU-006,West,2025-01-22,2025-01-21,0,337,ON_TIME,Ecom Express,3542.0,False
SHP00259,2025-W04,SKU-006,Central,2025-01-25,2025-01-25,0,1407,LATE_MINOR,XpressBees,5984.0,False
SHP00260,2025-W04,SKU-006,Central,2025-01-22,2025-01-22,0,1220,LATE_MINOR,BlueDart,3299.0,False
SHP00261,2025-W04,SKU-007,North,2025-01-21,2025-01-20,0,1406,ON_TIME,Delhivery,3507.0,False
SHP00262,2025-W04,SKU-007,North,2025-01-23,2025-01-23,0,814,LATE_MINOR,BlueDart,6128.0,False
SHP00263,2025-W04,SKU-007,South,2025-01-25,2025-01-24,0,344,ON_TIME,BlueDart,6615.0,False
SHP00264,2025-W04,SKU-007,East,2025-01-23,2025-01-23,0,571,LATE_MINOR,Ecom Express,6046.0,False
SHP00265,2025-W04,SKU-007,East,2025-01-22,2025-01-22,0,298,LATE_MINOR,Delhivery,6137.0,False
SHP00266,2025-W04,SKU-007,East,2025-01-21,2025-01-22,1,261,LATE_MINOR,XpressBees,4243.0,False
SHP00267,2025-W04,SKU-007,West,2025-01-23,2025-01-23,0,1298,LATE_MINOR,Ecom Express,6491.0,False
SHP00268,2025-W04,SKU-007,West,2025-01-22,2025-01-23,1,678,LATE_MINOR,Delhivery,3489.0,False
SHP00269,2025-W04,SKU-007,West,2025-01-21,2025-01-20,0,368,ON_TIME,Delhivery,5341.0,False
SHP00270,2025-W04,SKU-007,Central,2025-01-21,2025-01-23,2,573,LATE_MINOR,Ecom Express,4875.0,False
SHP00271,2025-W04,SKU-007,Central,2025-01-21,2025-01-21,0,915,LATE_MINOR,XpressBees,7229.0,False
SHP00272,2025-W04,SKU-007,Central,2025-01-24,2025-01-24,0,724,LATE_MINOR,XpressBees,2581.0,False
SHP00273,2025-W04,SKU-008,North,2025-01-24,2025-01-26,2,734,LATE_MINOR,BlueDart,4537.0,False
SHP00274,2025-W04,SKU-008,North,2025-01-25,2025-01-25,0,1197,LATE_MINOR,Ecom Express,3737.0,False
SHP00275,2025-W04,SKU-008,South,2025-01-25,2025-01-27,2,741,LATE_MINOR,XpressBees,4748.0,False
SHP00276,2025-W04,SKU-008,South,2025-01-23,2025-01-24,1,933,LATE_MINOR,Ecom Express,2969.0,False
SHP00277,2025-W04,SKU-008,South,2025-01-23,2025-01-22,0,809,ON_TIME,Delhivery,3211.0,False
SHP00278,2025-W04,SKU-008,East,2025-01-25,2025-01-25,0,1118,LATE_MINOR,Delhivery,3926.0,False
SHP00279,2025-W04,SKU-008,East,2025-01-24,2025-01-23,0,1145,ON_TIME,XpressBees,2774.0,False
SHP00280,2025-W04,SKU-008,West,2025-01-25,2025-01-27,2,1395,LATE_MINOR,Ecom Express,1434.0,False
SHP00281,2025-W04,SKU-008,Central,2025-01-23,2025-01-25,2,1269,LATE_MINOR,Ecom Express,5233.0,False
SHP00282,2025-W04,SKU-009,North,2025-01-23,2025-01-24,1,1391,LATE_MINOR,XpressBees,2015.0,False
SHP00283,2025-W04,SKU-009,South,2025-01-24,2025-01-24,0,617,LATE_MINOR,Ecom Express,5669.0,False
SHP00284,2025-W04,SKU-009,East,2025-01-22,2025-01-22,0,906,LATE_MINOR,Ecom Express,3213.0,False
SHP00285,2025-W04,SKU-009,West,2025-01-23,2025-01-24,1,743,LATE_MINOR,Delhivery,1640.0,False
SHP00286,2025-W04,SKU-009,Central,2025-01-23,2025-01-24,1,1030,LATE_MINOR,Ecom Express,3405.0,False
SHP00287,2025-W04,SKU-009,Central,2025-01-24,2025-01-25,1,1289,LATE_MINOR,Delhivery,5097.0,False
SHP00288,2025-W04,SKU-009,Central,2025-01-21,2025-01-22,1,1463,LATE_MINOR,Delhivery,4594.0,False
SHP00289,2025-W04,SKU-010,North,2025-01-21,2025-01-22,1,484,LATE_MINOR,Ecom Express,6862.0,False
SHP00290,2025-W04,SKU-010,North,2025-01-24,2025-01-26,2,913,LATE_MINOR,Delhivery,3914.0,False
SHP00291,2025-W04,SKU-010,North,2025-01-24,2025-01-26,2,984,LATE_MINOR,BlueDart,4266.0,False
SHP00292,2025-W04,SKU-010,South,2025-01-22,2025-01-24,2,733,LATE_MINOR,Delhivery,7040.0,False
SHP00293,2025-W04,SKU-010,South,2025-01-25,2025-01-25,0,1209,LATE_MINOR,BlueDart,2351.0,False
SHP00294,2025-W04,SKU-010,East,2025-01-25,2025-01-27,2,440,LATE_MINOR,Delhivery,5257.0,False
SHP00295,2025-W04,SKU-010,East,2025-01-23,2025-01-22,0,200,ON_TIME,Delhivery,5142.0,False
SHP00296,2025-W04,SKU-010,West,2025-01-24,2025-01-26,2,833,LATE_MINOR,BlueDart,5676.0,False
SHP00297,2025-W04,SKU-010,Central,2025-01-25,2025-01-25,0,1100,LATE_MINOR,Delhivery,4118.0,False
SHP00298,2025-W05,SKU-001,North,2025-01-29,2025-01-28,0,1191,ON_TIME,Delhivery,7164.0,False
SHP00299,2025-W05,SKU-001,South,2025-01-28,2025-01-27,0,1007,ON_TIME,Ecom Express,1418.0,False
SHP00300,2025-W05,SKU-001,East,2025-01-28,2025-01-29,1,647,LATE_MINOR,Ecom Express,5562.0,False
SHP00301,2025-W05,SKU-001,East,2025-02-01,2025-02-02,1,1402,LATE_MINOR,Delhivery,4707.0,False
SHP00302,2025-W05,SKU-001,East,2025-01-28,2025-01-27,0,887,ON_TIME,Ecom Express,3637.0,False
SHP00303,2025-W05,SKU-001,West,2025-01-28,2025-01-30,2,1172,LATE_MINOR,Ecom Express,4304.0,False
SHP00304,2025-W05,SKU-001,West,2025-01-28,2025-01-27,0,1003,ON_TIME,BlueDart,6674.0,False
SHP00305,2025-W05,SKU-001,West,2025-01-28,2025-01-30,2,1002,LATE_MINOR,Ecom Express,7895.0,False
SHP00306,2025-W05,SKU-001,Central,2025-01-30,2025-01-29,0,545,ON_TIME,BlueDart,2889.0,False
SHP00307,2025-W05,SKU-001,Central,2025-01-31,2025-01-30,0,317,ON_TIME,Delhivery,6935.0,False
SHP00308,2025-W05,SKU-002,North,2025-01-30,2025-01-29,0,283,ON_TIME,Ecom Express,3748.0,False
SHP00309,2025-W05,SKU-002,North,2025-01-30,2025-01-30,0,966,LATE_MINOR,Delhivery,1887.0,False
SHP00310,2025-W05,SKU-002,North,2025-01-31,2025-02-01,1,608,LATE_MINOR,Ecom Express,7459.0,False
SHP00311,2025-W05,SKU-002,South,2025-02-01,2025-01-31,0,463,ON_TIME,Ecom Express,4016.0,False
SHP00312,2025-W05,SKU-002,South,2025-01-30,2025-01-29,0,1006,ON_TIME,Ecom Express,4845.0,False
SHP00313,2025-W05,SKU-002,East,2025-01-31,2025-01-31,0,434,LATE_MINOR,Ecom Express,3193.0,False
SHP00314,2025-W05,SKU-002,East,2025-02-01,2025-02-03,2,1260,LATE_MINOR,Delhivery,2857.0,False
SHP00315,2025-W05,SKU-002,West,2025-01-28,2025-01-27,0,794,ON_TIME,Ecom Express,6267.0,False
SHP00316,2025-W05,SKU-002,West,2025-01-29,2025-01-31,2,1438,LATE_MINOR,XpressBees,7485.0,False
SHP00317,2025-W05,SKU-002,Central,2025-01-28,2025-01-29,1,626,LATE_MINOR,Delhivery,1976.0,False
SHP00318,2025-W05,SKU-002,Central,2025-01-29,2025-01-28,0,1239,ON_TIME,BlueDart,1253.0,False
SHP00319,2025-W05,SKU-003,North,2025-01-29,2025-01-30,1,1035,LATE_MINOR,Ecom Express,4304.0,False
SHP00320,2025-W05,SKU-003,North,2025-01-28,2025-01-28,0,1078,LATE_MINOR,Delhivery,7642.0,False
SHP00321,2025-W05,SKU-003,North,2025-01-29,2025-01-31,2,909,LATE_MINOR,Ecom Express,5568.0,False
SHP00322,2025-W05,SKU-003,South,2025-02-01,2025-02-03,2,687,LATE_MINOR,Ecom Express,7383.0,False
SHP00323,2025-W05,SKU-003,South,2025-01-29,2025-01-28,0,782,ON_TIME,XpressBees,5787.0,False
SHP00324,2025-W05,SKU-003,East,2025-01-30,2025-01-29,0,1397,ON_TIME,Ecom Express,5728.0,False
SHP00325,2025-W05,SKU-003,East,2025-01-28,2025-01-28,0,1014,LATE_MINOR,Ecom Express,6239.0,False
SHP00326,2025-W05,SKU-003,East,2025-01-28,2025-01-30,2,609,LATE_MINOR,XpressBees,2182.0,False
SHP00327,2025-W05,SKU-003,West,2025-02-01,2025-02-03,2,343,LATE_MINOR,XpressBees,2600.0,False
SHP00328,2025-W05,SKU-003,Central,2025-01-30,2025-02-01,2,429,LATE_MINOR,Delhivery,7038.0,False
SHP00329,2025-W05,SKU-003,Central,2025-01-30,2025-01-31,1,246,LATE_MINOR,XpressBees,4239.0,False
SHP00330,2025-W05,SKU-004,North,2025-01-31,2025-01-31,0,1100,LATE_MINOR,XpressBees,3804.0,False
SHP00331,2025-W05,SKU-004,South,2025-02-01,2025-01-31,0,471,ON_TIME,Delhivery,1648.0,False
SHP00332,2025-W05,SKU-004,South,2025-02-01,2025-02-01,0,862,LATE_MINOR,BlueDart,5361.0,False
SHP00333,2025-W05,SKU-004,East,2025-01-30,2025-01-29,0,903,ON_TIME,Delhivery,2246.0,False
SHP00334,2025-W05,SKU-004,East,2025-01-29,2025-01-29,0,224,LATE_MINOR,Delhivery,3026.0,False
SHP00335,2025-W05,SKU-004,East,2025-02-01,2025-02-03,2,536,LATE_MINOR,XpressBees,5644.0,False
SHP00336,2025-W05,SKU-004,West,2025-02-01,2025-02-01,0,818,LATE_MINOR,BlueDart,6402.0,False
SHP00337,2025-W05,SKU-004,West,2025-01-28,2025-01-27,0,636,ON_TIME,XpressBees,6650.0,False
SHP00338,2025-W05,SKU-004,Central,2025-02-01,2025-02-02,1,234,LATE_MINOR,XpressBees,6829.0,False
SHP00339,2025-W05,SKU-004,Central,2025-01-28,2025-01-29,1,965,LATE_MINOR,Delhivery,6374.0,False
SHP00340,2025-W05,SKU-004,Central,2025-01-31,2025-01-31,0,742,LATE_MINOR,XpressBees,3454.0,False
SHP00341,2025-W05,SKU-005,North,2025-01-30,2025-01-31,1,1469,LATE_MINOR,XpressBees,3862.0,False
SHP00342,2025-W05,SKU-005,South,2025-01-31,2025-02-02,2,330,LATE_MINOR,BlueDart,4160.0,False
SHP00343,2025-W05,SKU-005,East,2025-01-29,2025-01-30,1,947,LATE_MINOR,XpressBees,2465.0,False
SHP00344,2025-W05,SKU-005,East,2025-01-28,2025-01-28,0,268,LATE_MINOR,BlueDart,6880.0,False
SHP00345,2025-W05,SKU-005,West,2025-01-31,2025-01-30,0,839,ON_TIME,Delhivery,3591.0,False
SHP00346,2025-W05,SKU-005,Central,2025-01-28,2025-01-29,1,496,LATE_MINOR,BlueDart,7842.0,False
SHP00347,2025-W05,SKU-006,North,2025-01-31,2025-01-30,0,1117,ON_TIME,BlueDart,2645.0,False
SHP00348,2025-W05,SKU-006,North,2025-02-01,2025-01-31,0,468,ON_TIME,Delhivery,7011.0,False
SHP00349,2025-W05,SKU-006,South,2025-01-29,2025-01-28,0,711,ON_TIME,Delhivery,4470.0,False
SHP00350,2025-W05,SKU-006,South,2025-02-01,2025-02-01,0,1405,LATE_MINOR,BlueDart,5568.0,False
SHP00351,2025-W05,SKU-006,East,2025-01-28,2025-01-27,0,397,ON_TIME,BlueDart,3342.0,False
SHP00352,2025-W05,SKU-006,East,2025-02-01,2025-02-01,0,645,LATE_MINOR,BlueDart,5883.0,False
SHP00353,2025-W05,SKU-006,East,2025-02-01,2025-01-31,0,737,ON_TIME,XpressBees,6841.0,False
SHP00354,2025-W05,SKU-006,West,2025-01-28,2025-01-28,0,1227,LATE_MINOR,Delhivery,6653.0,False
SHP00355,2025-W05,SKU-006,West,2025-02-01,2025-02-01,0,370,LATE_MINOR,BlueDart,6831.0,False
SHP00356,2025-W05,SKU-006,West,2025-01-28,2025-01-28,0,390,LATE_MINOR,XpressBees,1397.0,False
SHP00357,2025-W05,SKU-006,Central,2025-01-30,2025-02-01,2,251,LATE_MINOR,XpressBees,1771.0,False
SHP00358,2025-W05,SKU-007,North,2025-01-28,2025-01-30,2,412,LATE_MINOR,XpressBees,7880.0,False
SHP00359,2025-W05,SKU-007,South,2025-01-29,2025-01-30,1,584,LATE_MINOR,Ecom Express,4912.0,False
SHP00360,2025-W05,SKU-007,South,2025-01-28,2025-01-29,1,1265,LATE_MINOR,Ecom Express,7928.0,False
SHP00361,2025-W05,SKU-007,South,2025-01-31,2025-02-02,2,1236,LATE_MINOR,Delhivery,5604.0,False
SHP00362,2025-W05,SKU-007,East,2025-01-28,2025-01-29,1,1342,LATE_MINOR,Ecom Express,7261.0,False
SHP00363,2025-W05,SKU-007,East,2025-01-29,2025-01-30,1,1050,LATE_MINOR,XpressBees,7073.0,False
SHP00364,2025-W05,SKU-007,East,2025-01-29,2025-01-28,0,207,ON_TIME,BlueDart,1815.0,False
SHP00365,2025-W05,SKU-007,West,2025-02-01,2025-02-02,1,1299,LATE_MINOR,BlueDart,6326.0,False
SHP00366,2025-W05,SKU-007,Central,2025-02-01,2025-01-31,0,520,ON_TIME,Ecom Express,1565.0,False
SHP00367,2025-W05,SKU-007,Central,2025-01-29,2025-01-30,1,680,LATE_MINOR,Delhivery,5586.0,False
SHP00368,2025-W05,SKU-007,Central,2025-01-31,2025-02-02,2,790,LATE_MINOR,BlueDart,3140.0,False
SHP00369,2025-W05,SKU-008,North,2025-01-31,2025-02-02,2,1319,LATE_MINOR,BlueDart,5802.0,False
SHP00370,2025-W05,SKU-008,North,2025-01-30,2025-01-30,0,658,LATE_MINOR,BlueDart,6658.0,False
SHP00371,2025-W05,SKU-008,South,2025-01-31,2025-01-30,0,1203,ON_TIME,BlueDart,3934.0,False
SHP00372,2025-W05,SKU-008,South,2025-01-31,2025-01-30,0,458,ON_TIME,XpressBees,2769.0,False
SHP00373,2025-W05,SKU-008,South,2025-02-01,2025-02-01,0,1194,LATE_MINOR,BlueDart,3697.0,False
SHP00374,2025-W05,SKU-008,East,2025-01-31,2025-02-01,1,931,LATE_MINOR,Ecom Express,2521.0,False
SHP00375,2025-W05,SKU-008,East,2025-01-29,2025-01-31,2,1321,LATE_MINOR,XpressBees,5433.0,False
SHP00376,2025-W05,SKU-008,West,2025-01-29,2025-01-31,2,439,LATE_MINOR,Ecom Express,4989.0,False
SHP00377,2025-W05,SKU-008,West,2025-01-30,2025-01-29,0,1435,ON_TIME,Delhivery,3991.0,False
SHP00378,2025-W05,SKU-008,West,2025-01-31,2025-02-02,2,1273,LATE_MINOR,XpressBees,2008.0,False
SHP00379,2025-W05,SKU-008,Central,2025-01-29,2025-01-30,1,343,LATE_MINOR,Ecom Express,3421.0,False
SHP00380,2025-W05,SKU-008,Central,2025-01-30,2025-01-31,1,687,LATE_MINOR,Delhivery,7577.0,False
SHP00381,2025-W05,SKU-008,Central,2025-01-29,2025-01-29,0,1043,LATE_MINOR,Ecom Express,7865.0,False
SHP00382,2025-W05,SKU-009,North,2025-01-30,2025-02-01,2,1370,LATE_MINOR,Ecom Express,5362.0,False
SHP00383,2025-W05,SKU-009,North,2025-01-28,2025-01-30,2,1031,LATE_MINOR,BlueDart,3151.0,False
SHP00384,2025-W05,SKU-009,South,2025-01-31,2025-02-01,1,660,LATE_MINOR,Delhivery,3044.0,False
SHP00385,2025-W05,SKU-009,East,2025-01-28,2025-01-29,1,563,LATE_MINOR,XpressBees,5230.0,False
SHP00386,2025-W05,SKU-009,West,2025-01-28,2025-01-30,2,574,LATE_MINOR,Ecom Express,1974.0,False
SHP00387,2025-W05,SKU-009,Central,2025-01-28,2025-01-28,0,379,LATE_MINOR,XpressBees,1723.0,False
SHP00388,2025-W05,SKU-009,Central,2025-01-31,2025-02-01,1,1278,LATE_MINOR,BlueDart,6002.0,False
SHP00389,2025-W05,SKU-010,North,2025-02-01,2025-02-03,2,1090,LATE_MINOR,BlueDart,7595.0,False
SHP00390,2025-W05,SKU-010,North,2025-01-29,2025-01-28,0,498,ON_TIME,XpressBees,6322.0,False
SHP00391,2025-W05,SKU-010,North,2025-02-01,2025-01-31,0,648,ON_TIME,Ecom Express,3601.0,False
SHP00392,2025-W05,SKU-010,South,2025-01-29,2025-01-30,1,677,LATE_MINOR,XpressBees,4378.0,False
SHP00393,2025-W05,SKU-010,South,2025-01-30,2025-01-29,0,748,ON_TIME,Ecom Express,1969.0,False
SHP00394,2025-W05,SKU-010,East,2025-01-29,2025-01-31,2,411,LATE_MINOR,Ecom Express,4322.0,False
SHP00395,2025-W05,SKU-010,West,2025-02-01,2025-02-02,1,1499,LATE_MINOR,Delhivery,5011.0,False
SHP00396,2025-W05,SKU-010,West,2025-01-31,2025-01-30,0,489,ON_TIME,Ecom Express,1991.0,False
SHP00397,2025-W05,SKU-010,West,2025-02-01,2025-02-01,0,463,LATE_MINOR,BlueDart,7633.0,False
SHP00398,2025-W05,SKU-010,Central,2025-02-01,2025-02-02,1,306,LATE_MINOR,XpressBees,4993.0,False
SHP00399,2025-W05,SKU-010,Central,2025-01-30,2025-02-01,2,516,LATE_MINOR,XpressBees,5636.0,False
SHP00400,2025-W06,SKU-001,North,2025-02-08,2025-02-08,0,753,LATE_MINOR,XpressBees,6369.0,False
SHP00401,2025-W06,SKU-001,South,2025-02-07,2025-02-06,0,507,ON_TIME,Ecom Express,4544.0,False
SHP00402,2025-W06,SKU-001,East,2025-02-08,2025-02-09,1,1331,LATE_MINOR,Ecom Express,5412.0,False
SHP00403,2025-W06,SKU-001,East,2025-02-07,2025-02-06,0,1211,ON_TIME,Ecom Express,6383.0,False
SHP00404,2025-W06,SKU-001,East,2025-02-04,2025-02-04,0,296,LATE_MINOR,Delhivery,6873.0,False
SHP00405,2025-W06,SKU-001,West,2025-02-07,2025-02-07,0,1042,LATE_MINOR,XpressBees,5635.0,False
SHP00406,2025-W06,SKU-001,Central,2025-02-04,2025-02-03,0,415,ON_TIME,Delhivery,4226.0,False
SHP00407,2025-W06,SKU-002,North,2025-02-08,2025-02-09,1,759,LATE_MINOR,XpressBees,6466.0,False
SHP00408,2025-W06,SKU-002,North,2025-02-06,2025-02-08,2,1322,LATE_MINOR,BlueDart,5788.0,False
SHP00409,2025-W06,SKU-002,North,2025-02-07,2025-02-09,2,839,LATE_MINOR,Delhivery,1612.0,False
SHP00410,2025-W06,SKU-002,South,2025-02-06,2025-02-08,2,1373,LATE_MINOR,Delhivery,5999.0,False
SHP00411,2025-W06,SKU-002,South,2025-02-08,2025-02-08,0,616,LATE_MINOR,Delhivery,4896.0,False
SHP00412,2025-W06,SKU-002,South,2025-02-08,2025-02-07,0,656,ON_TIME,XpressBees,4815.0,False
SHP00413,2025-W06,SKU-002,East,2025-02-08,2025-02-09,1,932,LATE_MINOR,BlueDart,4440.0,False
SHP00414,2025-W06,SKU-002,East,2025-02-05,2025-02-04,0,497,ON_TIME,Delhivery,6773.0,False
SHP00415,2025-W06,SKU-002,East,2025-02-04,2025-02-06,2,1498,LATE_MINOR,BlueDart,5970.0,False
SHP00416,2025-W06,SKU-002,West,2025-02-06,2025-02-07,1,1283,LATE_MINOR,Ecom Express,4263.0,False
SHP00417,2025-W06,SKU-002,West,2025-02-04,2025-02-06,2,808,LATE_MINOR,Ecom Express,7922.0,False
SHP00418,2025-W06,SKU-002,West,2025-02-05,2025-02-05,0,241,LATE_MINOR,XpressBees,1577.0,False
SHP00419,2025-W06,SKU-002,Central,2025-02-04,2025-02-05,1,1014,LATE_MINOR,XpressBees,5971.0,False
SHP00420,2025-W06,SKU-002,Central,2025-02-04,2025-02-04,0,396,LATE_MINOR,Delhivery,5964.0,False
SHP00421,2025-W06,SKU-002,Central,2025-02-07,2025-02-08,1,584,LATE_MINOR,BlueDart,6851.0,False
SHP00422,2025-W06,SKU-003,North,2025-02-08,2025-02-09,1,942,LATE_MINOR,BlueDart,6035.0,False
SHP00423,2025-W06,SKU-003,South,2025-02-05,2025-02-05,0,1091,LATE_MINOR,Delhivery,6141.0,False
SHP00424,2025-W06,SKU-003,South,2025-02-05,2025-02-07,2,399,LATE_MINOR,Delhivery,6653.0,False
SHP00425,2025-W06,SKU-003,East,2025-02-05,2025-02-06,1,303,LATE_MINOR,Ecom Express,1978.0,False
SHP00426,2025-W06,SKU-003,East,2025-02-07,2025-02-08,1,388,LATE_MINOR,XpressBees,2364.0,False
SHP00427,2025-W06,SKU-003,West,2025-02-05,2025-02-04,0,1099,ON_TIME,Delhivery,1691.0,False
SHP00428,2025-W06,SKU-003,Central,2025-02-08,2025-02-07,0,1021,ON_TIME,Delhivery,5364.0,False
SHP00429,2025-W06,SKU-003,Central,2025-02-07,2025-02-07,0,735,LATE_MINOR,Ecom Express,1340.0,False
SHP00430,2025-W06,SKU-004,North,2025-02-06,2025-02-06,0,338,LATE_MINOR,XpressBees,7379.0,False
SHP00431,2025-W06,SKU-004,South,2025-02-05,2025-02-06,1,612,LATE_MINOR,XpressBees,2411.0,False
SHP00432,2025-W06,SKU-004,South,2025-02-07,2025-02-06,0,283,ON_TIME,BlueDart,6809.0,False
SHP00433,2025-W06,SKU-004,East,2025-02-06,2025-02-06,0,338,LATE_MINOR,BlueDart,4769.0,False
SHP00434,2025-W06,SKU-004,East,2025-02-08,2025-02-08,0,1500,LATE_MINOR,BlueDart,4999.0,False
SHP00435,2025-W06,SKU-004,East,2025-02-05,2025-02-06,1,450,LATE_MINOR,Delhivery,2801.0,False
SHP00436,2025-W06,SKU-004,West,2025-02-08,2025-02-10,2,214,LATE_MINOR,Delhivery,1710.0,False
SHP00437,2025-W06,SKU-004,West,2025-02-08,2025-02-08,0,761,LATE_MINOR,XpressBees,6575.0,False
SHP00438,2025-W06,SKU-004,West,2025-02-08,2025-02-07,0,782,ON_TIME,BlueDart,2177.0,False
SHP00439,2025-W06,SKU-004,Central,2025-02-08,2025-02-10,2,1387,LATE_MINOR,Ecom Express,6392.0,False
SHP00440,2025-W06,SKU-005,North,2025-02-07,2025-02-07,0,819,LATE_MINOR,Delhivery,5170.0,False
SHP00441,2025-W06,SKU-005,South,2025-02-04,2025-02-05,1,1054,LATE_MINOR,BlueDart,5877.0,False
SHP00442,2025-W06,SKU-005,East,2025-02-04,2025-02-06,2,471,LATE_MINOR,XpressBees,5093.0,False
SHP00443,2025-W06,SKU-005,East,2025-02-04,2025-02-05,1,1103,LATE_MINOR,XpressBees,4426.0,False
SHP00444,2025-W06,SKU-005,West,2025-02-07,2025-02-07,0,660,LATE_MINOR,Ecom Express,5500.0,False
SHP00445,2025-W06,SKU-005,Central,2025-02-08,2025-02-08,0,709,LATE_MINOR,XpressBees,4409.0,False
SHP00446,2025-W06,SKU-005,Central,2025-02-05,2025-02-04,0,317,ON_TIME,Ecom Express,3026.0,False
SHP00447,2025-W06,SKU-005,Central,2025-02-08,2025-02-07,0,329,ON_TIME,Ecom Express,5537.0,False
SHP00448,2025-W06,SKU-006,North,2025-02-08,2025-02-10,2,228,LATE_MINOR,Delhivery,7061.0,False
SHP00449,2025-W06,SKU-006,North,2025-02-06,2025-02-05,0,1287,ON_TIME,Delhivery,4700.0,False
SHP00450,2025-W06,SKU-006,South,2025-02-04,2025-02-05,1,1229,LATE_MINOR,Delhivery,3546.0,False
SHP00451,2025-W06,SKU-006,South,2025-02-08,2025-02-10,2,844,LATE_MINOR,BlueDart,3127.0,False
SHP00452,2025-W06,SKU-006,East,2025-02-04,2025-02-04,0,459,LATE_MINOR,BlueDart,1635.0,False
SHP00453,2025-W06,SKU-006,East,2025-02-04,2025-02-06,2,215,LATE_MINOR,Delhivery,4901.0,False
SHP00454,2025-W06,SKU-006,West,2025-02-05,2025-02-04,0,960,ON_TIME,BlueDart,6167.0,False
SHP00455,2025-W06,SKU-006,West,2025-02-07,2025-02-09,2,224,LATE_MINOR,Delhivery,7420.0,False
SHP00456,2025-W06,SKU-006,Central,2025-02-05,2025-02-05,0,363,LATE_MINOR,BlueDart,7913.0,False
SHP00457,2025-W06,SKU-006,Central,2025-02-05,2025-02-04,0,241,ON_TIME,BlueDart,2570.0,False
SHP00458,2025-W06,SKU-007,North,2025-02-06,2025-02-08,2,549,LATE_MINOR,XpressBees,6895.0,False
SHP00459,2025-W06,SKU-007,South,2025-02-05,2025-02-06,1,1354,LATE_MINOR,XpressBees,4457.0,False
